timestamp,event_type,details,sequence_id
2024-01-01 00:00:01,> SELECT: Pickup,[combobox]  Reservation type -> SELECT: Pickup,seq_1
2024-01-01 00:00:02,> CLICK,[svg]   -> CLICK,seq_1
2024-01-01 00:00:03,> TYPE: Boston,[searchbox]  Find a location -> TYPE: Boston,seq_1
2024-01-01 00:00:04,> CLICK,[span]  Boston -> CLICK,seq_1
2024-01-01 00:00:05,> CLICK,[svg]   -> CLICK,seq_1
2024-01-01 00:00:06,> CLICK,[button]  18 -> CLICK,seq_1
2024-01-01 00:00:07,> SELECT: 5:00 PM,[combobox]  Time -> SELECT: 5:00 PM,seq_1
2024-01-01 00:00:08,> CLICK,[svg]   -> CLICK,seq_1
2024-01-01 00:00:09,> CLICK,[span]  2 guests -> CLICK,seq_1
2024-01-01 00:00:10,> SELECT: 1 guest,[combobox]  Size -> SELECT: 1 guest,seq_1
2024-01-01 00:00:11,> CLICK,[button]  Update search -> CLICK,seq_1
2024-01-02 00:00:01,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:02,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:03,> TYPE: NAPA VALLEY,[searchbox]  Find a location -> TYPE: NAPA VALLEY,seq_2
2024-01-02 00:00:04,> CLICK,[span]  Napa Valley -> CLICK,seq_2
2024-01-02 00:00:05,> SELECT: Wineries,[combobox]  Reservation type -> SELECT: Wineries,seq_2
2024-01-02 00:00:06,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:07,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:08,> CLICK,[button]  15 -> CLICK,seq_2
2024-01-02 00:00:09,> SELECT: 10:00 AM,[combobox]  Time -> SELECT: 10:00 AM,seq_2
2024-01-02 00:00:10,> SELECT: 4 guests,[combobox]  Party size -> SELECT: 4 guests,seq_2
2024-01-02 00:00:11,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:12,> CLICK,[button]  Edit cuisine type filter -> CLICK,seq_2
