timestamp,event_type,details,sequence_id
2024-01-01 00:00:01,> CLICK,[link]  Players  -> CLICK,seq_1
2024-01-01 00:00:02,> CLICK,[link]  Tom Brady -> CLICK,seq_1
2024-01-01 00:00:03,> CLICK,[link]  STATS -> CLICK,seq_1
2024-01-01 00:00:04,> CLICK,[link]  CAREER -> CLICK,seq_1
2024-01-01 00:00:05,> CLICK,[columnheader]  TD -> CLICK,seq_1
2024-01-02 00:00:01,> TYPE: Leeds,"[combobox]  Departure station, none selected. Select a station... -> TYPE: Leeds",seq_2
2024-01-02 00:00:02,> CLICK,[span]  Leeds -> CLICK,seq_2
2024-01-02 00:00:03,> CLICK,[span]  Sheffield -> CLICK,seq_2
2024-01-02 00:00:04,> CLICK,[textbox]  Date use format: 24-Mar-23 -> CLICK,seq_2
2024-01-02 00:00:05,> CLICK,[link]  25 -> CLICK,seq_2
2024-01-02 00:00:06,> SELECT: 08,[listbox]  hour -> SELECT: 08,seq_2
2024-01-02 00:00:07,> CLICK,[group]  RETURN -> CLICK,seq_2
2024-01-02 00:00:08,> CLICK,[link]  25 -> CLICK,seq_2
2024-01-02 00:00:09,> SELECT: 23,[listbox]  hour -> SELECT: 23,seq_2
2024-01-02 00:00:10,> CLICK,[svg]   -> CLICK,seq_2
2024-01-02 00:00:11,> SELECT: 2,[listbox]  select children -> SELECT: 2,seq_2
2024-01-02 00:00:12,15,[listbox]  select child age -> SELECT: 5-15,seq_2
2024-01-02 00:00:13,> CLICK,[button]  Done -> CLICK,seq_2
2024-01-02 00:00:14,> CLICK,[button]  Get cheapest tickets -> CLICK,seq_2
2024-01-02 00:00:15,> CLICK,"[button]  OK, got it -> CLICK",seq_2
2024-01-03 00:00:01,> TYPE: edinburg,"[combobox]  Departure station, London selected.  -> TYPE: edinburg",seq_3
2024-01-03 00:00:02,> CLICK,[span]  Edinburgh (Waverley) -> CLICK,seq_3
2024-01-03 00:00:03,> TYPE: manchester,"[combobox]  Arrival station, Sheffield selected.  -> TYPE: manchester",seq_3
2024-01-03 00:00:04,> CLICK,[span]  Manchester -> CLICK,seq_3
2024-01-03 00:00:05,> CLICK,[radio]  Return -> CLICK,seq_3
2024-01-03 00:00:06,> CLICK,[textbox]  Date use format: 29-Mar-23 -> CLICK,seq_3
2024-01-03 00:00:07,> CLICK,[link]  2 -> CLICK,seq_3
2024-01-03 00:00:08,> CLICK,[textbox]  Date use format:  -> CLICK,seq_3
2024-01-03 00:00:09,> CLICK,[link]  2 -> CLICK,seq_3
2024-01-03 00:00:10,> SELECT: 17,[listbox]  hour -> SELECT: 17,seq_3
2024-01-03 00:00:11,> CLICK,[button]  Get cheapest tickets -> CLICK,seq_3
2024-01-03 00:00:12,> CLICK,[span]  Continue -> CLICK,seq_3
2024-01-04 00:00:01,> CLICK,[button]  Plan -> CLICK,seq_4
2024-01-04 00:00:02,> CLICK,[link]  Try Somewhere New -> CLICK,seq_4
2024-01-04 00:00:03,> CLICK,[link]  Destinations -> CLICK,seq_4
2024-01-04 00:00:04,> CLICK,[label]  Armenia -> CLICK,seq_4
2024-01-04 00:00:05,> CLICK,[label]  Austria -> CLICK,seq_4
2024-01-04 00:00:06,> CLICK,[label]  Belgium -> CLICK,seq_4
2024-01-04 00:00:07,> CLICK,[label]  Bulgaria -> CLICK,seq_4
2024-01-04 00:00:08,> CLICK,[div]  Popular -> CLICK,seq_4
2024-01-04 00:00:09,> CLICK,[div]  A - Z -> CLICK,seq_4
2024-01-04 00:00:10,> CLICK,[div]  Find destination -> CLICK,seq_4
2024-01-05 00:00:01,> CLICK,[img]  GIFT CARDS -> CLICK,seq_5
2024-01-05 00:00:02,> CLICK,[img]  Happy Birthday -> CLICK,seq_5
2024-01-05 00:00:03,> CLICK,[button]  EUR -> CLICK,seq_5
2024-01-05 00:00:04,> CLICK,[div]  GBP -> CLICK,seq_5
2024-01-05 00:00:05,> CLICK,[button]   -> CLICK,seq_5
2024-01-05 00:00:06,> CLICK,[div]  £ -> CLICK,seq_5
2024-01-05 00:00:07,> CLICK,[div]   -> CLICK,seq_5
2024-01-05 00:00:08,> TYPE: Happy Birthday Love,[textarea]   -> TYPE: Happy Birthday Love,seq_5
2024-01-05 00:00:09,> TYPE: Stuart Bloom,[input]   -> TYPE: Stuart Bloom,seq_5
2024-01-05 00:00:10,> TYPE: Denise,[input]   -> TYPE: Denise,seq_5
2024-01-05 00:00:11,> TYPE: Bloom,[input]   -> TYPE: Bloom,seq_5
2024-01-05 00:00:12,> TYPE: denise.bloom@bbt.com,[input]   -> TYPE: denise.bloom@bbt.com,seq_5
2024-01-05 00:00:13,> TYPE: Debbi,[input]   -> TYPE: Debbi,seq_5
2024-01-05 00:00:14,> TYPE: Wolowitz,[input]   -> TYPE: Wolowitz,seq_5
2024-01-05 00:00:15,> TYPE: debbi.wo@bbt.com,[input]   -> TYPE: debbi.wo@bbt.com,seq_5
2024-01-05 00:00:16,> CLICK,[div]   -> CLICK,seq_5
2024-01-05 00:00:17,> CLICK,[button]  Go to checkout -> CLICK,seq_5
2024-01-06 00:00:01,> TYPE: mens hiking shoes,[textbox]  Search by keyword or web id -> TYPE: mens hiking shoes,seq_6
2024-01-06 00:00:02,> CLICK,[input]   -> CLICK,seq_6
2024-01-06 00:00:03,> CLICK,[div]  Price -> CLICK,seq_6
2024-01-06 00:00:04,> CLICK,[link]  $10 to $25 (3) -> CLICK,seq_6
2024-01-06 00:00:05,> CLICK,[link]  $25 to $50 (18) -> CLICK,seq_6
2024-01-06 00:00:06,> CLICK,[link]  $50 to $100 (146) -> CLICK,seq_6
2024-01-06 00:00:07,> CLICK,[div]  Size -> CLICK,seq_6
2024-01-06 00:00:08,> CLICK,[link]  10 (131) -> CLICK,seq_6
2024-01-06 00:00:09,> CLICK,[link]  Sort by: Featured -> CLICK,seq_6
2024-01-06 00:00:10,> CLICK,[link]  Percent Off -> CLICK,seq_6
2024-01-06 00:00:11,> CLICK,[img]  Eddie Bauer Canyon Men's Waterproof Hiking Shoes -> CLICK,seq_6
2024-01-07 00:00:01,> CLICK,[link]  Careers  -> CLICK,seq_7
2024-01-07 00:00:02,> CLICK,[link]  Open Jobs -> CLICK,seq_7
2024-01-07 00:00:03,> CLICK,[span]   -> CLICK,seq_7
2024-01-07 00:00:04,> CLICK,[button]  Country -> CLICK,seq_7
2024-01-07 00:00:05,> CLICK,[span]   -> CLICK,seq_7
2024-01-07 00:00:06,> CLICK,[button]  State / Province -> CLICK,seq_7
2024-01-07 00:00:07,> CLICK,[span]   -> CLICK,seq_7
2024-01-07 00:00:08,> CLICK,[button]  City -> CLICK,seq_7
2024-01-07 00:00:09,> CLICK,[span]   -> CLICK,seq_7
2024-01-07 00:00:10,> CLICK,[button]  Hiring Type -> CLICK,seq_7
