timestamp,event_type,details,sequence_id
2024-01-01 00:00:01,> HOVER,[link]  MMA -> HOVER,seq_1
2024-01-01 00:00:02,> CLICK,[link]  Schedule/Results -> CLICK,seq_1
2024-01-01 00:00:03,> SELECT: 2019,[select]  2023 -> SELECT: 2019,seq_1
2024-01-01 00:00:04,> SELECT: UFC,[select]  All -> SELECT: UFC,seq_1
2024-01-01 00:00:05,> CLICK,[link]  UFC Fight Night: Edgar vs. The Korean Zombie -> CLICK,seq_1
2024-01-01 00:00:06,> CLICK,[link]  Full Profile -> CLICK,seq_1
2024-01-02 00:00:01,> CLICK,[link]  NBA -> CLICK,seq_2
2024-01-02 00:00:02,> CLICK,[link]  Scores -> CLICK,seq_2
2024-01-02 00:00:03,> CLICK,[use]   -> CLICK,seq_2
2024-01-02 00:00:04,> CLICK,[listitem]  11 -> CLICK,seq_2
2024-01-03 00:00:01,> HOVER,[link]  Home Services -> HOVER,seq_3
2024-01-03 00:00:02,> CLICK,[span]  Movers -> CLICK,seq_3
2024-01-03 00:00:03,> TYPE: HONOLULU,[textbox]  Near -> TYPE: HONOLULU,seq_3
2024-01-03 00:00:04,> CLICK,[span]  Honolulu -> CLICK,seq_3
2024-01-03 00:00:05,> CLICK,[checkbox]   Vehicle -> CLICK,seq_3
2024-01-03 00:00:06,> CLICK,[checkbox]   Large appliances -> CLICK,seq_3
2024-01-03 00:00:07,> CLICK,[radio]   Out-of-state -> CLICK,seq_3
2024-01-03 00:00:08,> CLICK,[button]  Virtual Consultations -> CLICK,seq_3
2024-01-03 00:00:09,> CLICK,[button]  Recommended -> CLICK,seq_3
2024-01-03 00:00:10,> CLICK,[span]  Highest Rated -> CLICK,seq_3
2024-01-04 00:00:01,> CLICK,[link]  Used Gear -> CLICK,seq_4
2024-01-04 00:00:02,> CLICK,[menuitem]  Women's -> CLICK,seq_4
2024-01-04 00:00:03,> CLICK,[menuitem]  Running Shoes -> CLICK,seq_4
2024-01-04 00:00:04,> CLICK,[label]  5 (10) -> CLICK,seq_4
2024-01-04 00:00:05, High,[combobox]  Sort By: -> SELECT: Price: Low - High,seq_4
2024-01-04 00:00:06,> CLICK,[img]   -> CLICK,seq_4
2024-01-04 00:00:07,> CLICK,[radio]  5 -> CLICK,seq_4
2024-01-04 00:00:08,> CLICK,[radio]  GRADE_A -> CLICK,seq_4
2024-01-04 00:00:09,> CLICK,[button]  Add To Cart -> CLICK,seq_4
2024-01-04 00:00:10,> CLICK,[link]  Confirm Membership to Checkout -> CLICK,seq_4
2024-01-04 00:00:11,> TYPE: Joe,[input]   -> TYPE: Joe,seq_4
2024-01-04 00:00:12,> TYPE: Bloggs,[input]   -> TYPE: Bloggs,seq_4
2024-01-04 00:00:13,> TYPE: 123456789,[input]   -> TYPE: 123456789,seq_4
2024-01-04 00:00:14,> CLICK,[button]  Proceed to checkout -> CLICK,seq_4
