timestamp,event_type,details,sequence_id
2024-01-01 00:00:01,> CLICK,[link]  Careers This link will take you away from the Qata... -> CLICK,seq_1
2024-01-01 00:00:02,> CLICK,[span]  64 -> CLICK,seq_1
2024-01-01 00:00:03,> TYPE: india,[textbox]  Location -> TYPE: india,seq_1
2024-01-01 00:00:04,> CLICK,"[link]  Mumbai - BOM, India - IN 2 jobs -> CLICK",seq_1
2024-01-01 00:00:05,> CLICK,[button]  Search -> CLICK,seq_1
2024-01-01 00:00:06,> CLICK,[span]   -> CLICK,seq_1
2024-01-01 00:00:07,> CLICK,[span]  Customer Experience- Customer Services Agent (Cont... -> CLICK,seq_1
2024-01-01 00:00:08,> CLICK,[checkbox]  Save Customer Experience- Customer Services Agent ... -> CLICK,seq_1
2024-01-02 00:00:01,> CLICK,[button]  Explore -> CLICK,seq_2
2024-01-02 00:00:02,> CLICK,[link]  Rock -> CLICK,seq_2
2024-01-02 00:00:03,> CLICK,[img]  David Bowie -> CLICK,seq_2
2024-01-02 00:00:04,> CLICK,[link]  David Bowie -> CLICK,seq_2
2024-01-02 00:00:05,> CLICK,[button]  Add to List -> CLICK,seq_2
2024-01-02 00:00:06,> CLICK,[radio]  New List -> CLICK,seq_2
2024-01-02 00:00:07,> TYPE: New,[textbox]  Title -> TYPE: New,seq_2
2024-01-02 00:00:08,> CLICK,[button]  Save -> CLICK,seq_2
2024-01-02 00:00:09,> CLICK,[button]  Explore -> CLICK,seq_2
2024-01-02 00:00:10,> CLICK,[link]  Electronic -> CLICK,seq_2
2024-01-02 00:00:11,> CLICK,[img]  Madonna -> CLICK,seq_2
2024-01-02 00:00:12,> CLICK,[link]  Like A Virgin -> CLICK,seq_2
2024-01-02 00:00:13,> CLICK,[button]  Add to List -> CLICK,seq_2
2024-01-02 00:00:14,> SELECT: New,[combobox]  List -> SELECT: New,seq_2
2024-01-02 00:00:15,> CLICK,[button]  Save -> CLICK,seq_2
2024-01-02 00:00:16,> CLICK,[button]  Explore -> CLICK,seq_2
2024-01-02 00:00:17,> CLICK,[link]  Explore All -> CLICK,seq_2
2024-01-02 00:00:18,> CLICK,"[link]  3,682,991 Pop -> CLICK",seq_2
2024-01-02 00:00:19,> CLICK,[img]  Phil Collins - No Jacket Required -> CLICK,seq_2
2024-01-02 00:00:20,> CLICK,[button]  Add to List -> CLICK,seq_2
2024-01-02 00:00:21,> SELECT: New,[combobox]  List -> SELECT: New,seq_2
2024-01-02 00:00:22,> CLICK,[button]  Save -> CLICK,seq_2
2024-01-02 00:00:23,> CLICK,[button]  Explore -> CLICK,seq_2
2024-01-02 00:00:24,> CLICK,[link]  List Explorer -> CLICK,seq_2
2024-01-02 00:00:25,> CLICK,[link]  Manage My Lists -> CLICK,seq_2
2024-01-02 00:00:26,> CLICK,[link]  New -> CLICK,seq_2
2024-01-03 00:00:01,> TYPE: projectors,[searchbox]  Search Site -> TYPE: projectors,seq_3
2024-01-03 00:00:02,> CLICK,[button]   -> CLICK,seq_3
2024-01-03 00:00:03,> CLICK,[label]  ON -> CLICK,seq_3
2024-01-04 00:00:01,> CLICK,[button]  Camp & Hike -> CLICK,seq_4
2024-01-04 00:00:02,> CLICK,[link]  Camping Tents -> CLICK,seq_4
2024-01-04 00:00:03,> CLICK,[link]  add filter: 6-person(24) -> CLICK,seq_4
2024-01-04 00:00:04, High,[combobox]  Sort By -> SELECT: Price: Low - High,seq_4
2024-01-05 00:00:01,> HOVER,[button]  Camp & Hike -> HOVER,seq_5
2024-01-05 00:00:02,> CLICK,"[link]  Stoves, Grills & Fuel -> CLICK",seq_5
2024-01-05 00:00:03,> CLICK,[link]  add filter: Auto Ignition(30) -> CLICK,seq_5
2024-01-06 00:00:01,> HOVER,[button]  Deals -> HOVER,seq_6
2024-01-06 00:00:02,> CLICK,[link]  Explore Deals -> CLICK,seq_6
2024-01-06 00:00:03,> CLICK,[link]  Climbing -> CLICK,seq_6
2024-01-06 00:00:04, High,[combobox]  Sort By -> SELECT: Price: Low - High,seq_6
2024-01-06 00:00:05,> CLICK,[img]  Black Diamond Zone Climbing Shoes 0 -> CLICK,seq_6
2024-01-06 00:00:06,> CLICK,[button]  Add to cart—$46.73 -> CLICK,seq_6
2024-01-06 00:00:07,> CLICK,[link]  Cart & Checkout -> CLICK,seq_6
2024-01-06 00:00:08,> CLICK,[link]  Proceed to checkout -> CLICK,seq_6
2024-01-07 00:00:01,> CLICK,[link]  Schedule a women's health exam -> CLICK,seq_7
2024-01-07 00:00:02,> CLICK,[link]  Explore all MinuteClinic health services -> CLICK,seq_7
2024-01-07 00:00:03,> CLICK,"[p]  Skin, Hair & Nails -> CLICK",seq_7
2024-01-07 00:00:04,> CLICK,[span]  In-Person Care -> CLICK,seq_7
2024-01-07 00:00:05,> CLICK,[button]  Hair Loss Evaluation & Treatment -> CLICK,seq_7
2024-01-07 00:00:06,> CLICK,[link]  Hair Loss Evaluation & Treatment -> CLICK,seq_7
2024-01-07 00:00:07,> TYPE: 45201,[textbox]  Tell us a location Enter a ZIP code or city & stat... -> TYPE: 45201,seq_7
2024-01-07 00:00:08,> CLICK,[button]  Find care -> CLICK,seq_7
2024-01-08 00:00:01,> HOVER,[link]   Computer Systems  -> HOVER,seq_8
2024-01-08 00:00:02,> CLICK,[link]  Gaming Desktops -> CLICK,seq_8
2024-01-08 00:00:03,> CLICK,[span]  NVIDIA GeForce RTX 4000 -> CLICK,seq_8
2024-01-08 00:00:04,> CLICK,[label]  ON -> CLICK,seq_8
2024-01-09 00:00:01,> TYPE: addis ababa,[textbox]  From Autocomplete selection. Enter your place. -> TYPE: addis ababa,seq_9
2024-01-09 00:00:02,> CLICK,[strong]  Addis Ababa -> CLICK,seq_9
2024-01-09 00:00:03,> TYPE: accra,[textbox]  To Autocomplete selection. Enter your place. -> TYPE: accra,seq_9
2024-01-09 00:00:04,> CLICK,[strong]  Accra -> CLICK,seq_9
2024-01-09 00:00:05,> CLICK,[option]  One way -> CLICK,seq_9
2024-01-09 00:00:06,> CLICK,[gridcell]  14 April 2023 -> CLICK,seq_9
2024-01-09 00:00:07,> CLICK,[button]  Continue -> CLICK,seq_9
2024-01-09 00:00:08,> CLICK,[button]  Show flights -> CLICK,seq_9
2024-01-09 00:00:09,> CLICK,"[heading]  ETB 55,042 -> CLICK",seq_9
2024-01-10 00:00:01,> CLICK,[button]  DEALS -> CLICK,seq_10
2024-01-10 00:00:02,> CLICK,"[link]  DEALS & PROMOTIONS Amtrak travel deals, promotions... -> CLICK",seq_10
2024-01-10 00:00:03,> CLICK,[label]  All Regions -> CLICK,seq_10
2024-01-10 00:00:04,> CLICK,[generic]  California -> CLICK,seq_10
2024-01-11 00:00:01,> CLICK,[link]  SCHEDULES -> CLICK,seq_11
2024-01-11 00:00:02,> TYPE: chicago,[input]   -> TYPE: chicago,seq_11
2024-01-11 00:00:03,> CLICK,"[option]  Chicago, IL - Union Station (CHI) -> CLICK",seq_11
2024-01-11 00:00:04,> TYPE: los angeles,[input]   -> TYPE: los angeles,seq_11
2024-01-11 00:00:05,> CLICK,"[option]  Los Angeles, CA - Union Station (LAX) -> CLICK",seq_11
2024-01-11 00:00:06,> CLICK,"[textbox]  Type a date, or use enter to open, escape to close... -> CLICK",seq_11
2024-01-11 00:00:07,> CLICK,"[gridcell]  Saturday, March 25, 2023 -> CLICK",seq_11
2024-01-11 00:00:08,> CLICK,[button]  Find Schedules -> CLICK,seq_11
2024-01-11 00:00:09,> CLICK,[img]   -> CLICK,seq_11
2024-01-11 00:00:10,> CLICK,[span]   -> CLICK,seq_11
2024-01-11 00:00:11,> CLICK,[button]  Close -> CLICK,seq_11
2024-01-11 00:00:12,> CLICK,[img]   -> CLICK,seq_11
2024-01-11 00:00:13,> CLICK,[div]  Print Selected Train -> CLICK,seq_11
2024-01-12 00:00:01,> TYPE: mens black running shoes,[textbox]  Search Amazon -> TYPE: mens black running shoes,seq_12
2024-01-12 00:00:02,> CLICK,[button]  Go -> CLICK,seq_12
2024-01-12 00:00:03,> CLICK,[region]  4 Stars & Up -> CLICK,seq_12
2024-01-12 00:00:04,> CLICK,[link]  Under Armour Men's Charged Assert 9 Running Shoe -> CLICK,seq_12
2024-01-12 00:00:05,> CLICK,[button]  7 X-Wide -> CLICK,seq_12
2024-01-12 00:00:06,> CLICK,[button]  Add to Cart -> CLICK,seq_12
2024-01-13 00:00:01,> TYPE: dog food,[textbox]  Search Amazon -> TYPE: dog food,seq_13
2024-01-13 00:00:02,> CLICK,[button]  dog food -> CLICK,seq_13
2024-01-13 00:00:03,> CLICK,[i]   -> CLICK,seq_13
2024-01-13 00:00:04,> CLICK,[region]  4 Stars & Up -> CLICK,seq_13
2024-01-13 00:00:05,> CLICK,[span]  Sort by: -> CLICK,seq_13
2024-01-13 00:00:06,> CLICK,[option]  Price: Low to High -> CLICK,seq_13
2024-01-14 00:00:01,> CLICK,[button]  Toggle Sidebar -> CLICK,seq_14
2024-01-14 00:00:02,> CLICK,[link]  Store -> CLICK,seq_14
2024-01-14 00:00:03,> CLICK,[link]  Pre-Orders -> CLICK,seq_14
2024-01-14 00:00:04,> CLICK,[link]  Action Figures (1) -> CLICK,seq_14
2024-01-15 00:00:01,> CLICK,[button]  Transit  -> CLICK,seq_15
2024-01-15 00:00:02,> CLICK,[link]  Ferry -> CLICK,seq_15
2024-01-15 00:00:03,> CLICK,[span]  East Boston Ferry -> CLICK,seq_15
2024-01-15 00:00:04,> CLICK,[link]  Schedule & Maps -> CLICK,seq_15
2024-01-15 00:00:05,> CLICK,[button]  Connections  -> CLICK,seq_15
2024-01-15 00:00:06,> CLICK,[button]  Fares  -> CLICK,seq_15
2024-01-15 00:00:07,> CLICK,[link]  East Boston ferry schedule PDF -> CLICK,seq_15
2024-01-16 00:00:01,> CLICK,[link]  Careers -> CLICK,seq_16
2024-01-16 00:00:02,> CLICK,[link]  Sign up for job posting alerts -> CLICK,seq_16
2024-01-16 00:00:03,> CLICK,[span]   -> CLICK,seq_16
2024-01-16 00:00:04,> CLICK,[button]  Subscribe -> CLICK,seq_16
2024-01-16 00:00:05,> TYPE: James,[textbox]  First Name -> TYPE: James,seq_16
2024-01-16 00:00:06,> TYPE: Smith,[textbox]  Last Name -> TYPE: Smith,seq_16
2024-01-16 00:00:07,> TYPE: abc@abc.com,[textbox]  Email Address -> TYPE: abc@abc.com,seq_16
2024-01-16 00:00:08,> HOVER,[button]  Submit -> HOVER,seq_16
2024-01-17 00:00:01,> CLICK,[button]  Fares  -> CLICK,seq_17
2024-01-17 00:00:02,> CLICK,[link]  Bus Fares -> CLICK,seq_17
2024-01-17 00:00:03,> CLICK,[link]  Learn more about reduced fares -> CLICK,seq_17
2024-01-18 00:00:01,> CLICK,[link]  Rebate Center -> CLICK,seq_18
2024-01-18 00:00:02,> CLICK,[link]  Track your rebates -> CLICK,seq_18
2024-01-18 00:00:03,> TYPE: Monty,[textbox]   * Required Fields First Initial * Required Fields... -> TYPE: Monty,seq_18
2024-01-18 00:00:04,> TYPE: Lue,[textbox]   * Required Fields Last Name * Required Fields Las... -> TYPE: Lue,seq_18
2024-01-18 00:00:05,> TYPE: 4847,[textbox]   * Required Fields House Number -> TYPE: 4847,seq_18
2024-01-18 00:00:06,> TYPE: 10019,[textbox]   * Required Fields ZIP Code * Required Fields Zip -> TYPE: 10019,seq_18
2024-01-18 00:00:07,> CLICK,[button]  Search -> CLICK,seq_18
2024-01-19 00:00:01,> TYPE: playstation gift card $10,"[searchbox]  Search games, consoles & more -> TYPE: playstation gift card $10",seq_19
2024-01-19 00:00:02,> CLICK,[button]  Search -> CLICK,seq_19
2024-01-19 00:00:03,> CLICK,[img]   -> CLICK,seq_19
2024-01-20 00:00:01,> CLICK,[link]  Careers -> CLICK,seq_20
2024-01-20 00:00:02,> CLICK,[link]  View Jobs Stores -> CLICK,seq_20
2024-01-20 00:00:03,> CLICK,[button]  State / Province -> CLICK,seq_20
2024-01-20 00:00:04,> CLICK,[span]   -> CLICK,seq_20
2024-01-20 00:00:05,> CLICK,[button]  City -> CLICK,seq_20
2024-01-20 00:00:06,> TYPE: fre,[searchbox]  City -> TYPE: fre,seq_20
2024-01-20 00:00:07,> CLICK,[span]   -> CLICK,seq_20
2024-01-20 00:00:08,> CLICK,[button]  Hiring Type -> CLICK,seq_20
2024-01-20 00:00:09,> CLICK,[span]   -> CLICK,seq_20
2024-01-20 00:00:10,> SELECT: Most recent,[combobox]  Sort by -> SELECT: Most recent,seq_20
2024-01-20 00:00:11,> CLICK,[link]  Apply Now for Guest Advisor (Store 5459) Job ID is... -> CLICK,seq_20
2024-01-21 00:00:01,> CLICK,[button]  Search -> CLICK,seq_21
2024-01-21 00:00:02,> TYPE: Alinea,[textbox]  Search -> TYPE: Alinea,seq_21
2024-01-21 00:00:03,> CLICK,"[span]  Chicago, IL - Lincoln Park -> CLICK",seq_21
2024-01-21 00:00:04,> CLICK,[i]   -> CLICK,seq_21
2024-01-21 00:00:05,> CLICK,[i]   -> CLICK,seq_21
2024-01-21 00:00:06,> CLICK,[button]  Go to next month -> CLICK,seq_21
2024-01-21 00:00:07,> CLICK,[button]  2023-04-05 -> CLICK,seq_21
2024-01-21 00:00:08,> SELECT: 5:00 PM,[combobox]  Desired reservation time -> SELECT: 5:00 PM,seq_21
2024-01-21 00:00:09,> CLICK,[link]  Search within Alinea (opens a dialog) -> CLICK,seq_21
2024-01-22 00:00:01,> SELECT: Delivery,[combobox]  Reservation type -> SELECT: Delivery,seq_22
2024-01-22 00:00:02,> CLICK,[svg]   -> CLICK,seq_22
2024-01-22 00:00:03,> TYPE: detroit,[searchbox]  Find a location -> TYPE: detroit,seq_22
2024-01-22 00:00:04,> CLICK,"[span]  MI, USA -> CLICK",seq_22
2024-01-22 00:00:05,> CLICK,[svg]   -> CLICK,seq_22
2024-01-22 00:00:06,> CLICK,[button]  25 -> CLICK,seq_22
2024-01-22 00:00:07,> SELECT: 6:00 PM,[combobox]  Time -> SELECT: 6:00 PM,seq_22
2024-01-22 00:00:08,> CLICK,[svg]   -> CLICK,seq_22
2024-01-23 00:00:01,> CLICK,[svg]   -> CLICK,seq_23
2024-01-23 00:00:02,> CLICK,[span]  Pickup -> CLICK,seq_23
2024-01-23 00:00:03,> CLICK,[button]  Change location -> CLICK,seq_23
2024-01-23 00:00:04,> CLICK,[svg]   -> CLICK,seq_23
2024-01-23 00:00:05,> TYPE: CHICAGO,[searchbox]  Find a location -> TYPE: CHICAGO,seq_23
2024-01-23 00:00:06,> CLICK,[span]  Chicago -> CLICK,seq_23
2024-01-23 00:00:07,> CLICK,[span]  Mar 18 -> CLICK,seq_23
2024-01-23 00:00:08,> CLICK,[button]  30th March (Thursday) -> CLICK,seq_23
2024-01-23 00:00:09,> SELECT: 8:15 PM,[combobox]  Time -> SELECT: 8:15 PM,seq_23
2024-01-23 00:00:10,> SELECT: 10 guests,[combobox]  Size -> SELECT: 10 guests,seq_23
2024-01-23 00:00:11,> CLICK,[button]  Update search -> CLICK,seq_23
2024-01-23 00:00:12,> CLICK,[button]  Edit cuisine type filter -> CLICK,seq_23
2024-01-23 00:00:13,> CLICK,[checkbox]  Pizza -> CLICK,seq_23
2024-01-23 00:00:14,> CLICK,[button]  Submit -> CLICK,seq_23
2024-01-23 00:00:15,> CLICK,[button]  Open additional search filters -> CLICK,seq_23
2024-01-23 00:00:16,> CLICK,[span]  Dining package -> CLICK,seq_23
2024-01-23 00:00:17,> CLICK,[button]  Update search -> CLICK,seq_23
2024-01-24 00:00:01,> CLICK,[link]  Last-Minute Deals -> CLICK,seq_24
2024-01-24 00:00:02,> CLICK,[heading]  Last-Minute Flights & Car Rentals -> CLICK,seq_24
2024-01-24 00:00:03,> CLICK,[button]  Filter -> CLICK,seq_24
2024-01-24 00:00:04,> CLICK,[button]  Highest Rated -> CLICK,seq_24
2024-01-24 00:00:05,> CLICK,[button]  DONE -> CLICK,seq_24
2024-01-25 00:00:01,> CLICK,[link]  Cruises -> CLICK,seq_25
2024-01-25 00:00:02,> CLICK,[textbox]  Where? -> CLICK,seq_25
2024-01-25 00:00:03,> CLICK,[div]  Europe -> CLICK,seq_25
2024-01-25 00:00:04,> CLICK,[textbox]  When? -> CLICK,seq_25
2024-01-25 00:00:05,> CLICK,[li]  Summer -> CLICK,seq_25
2024-01-25 00:00:06,> CLICK,[button]  SEARCH DEALS -> CLICK,seq_25
2024-01-25 00:00:07,> CLICK,[button]  Filter -> CLICK,seq_25
2024-01-25 00:00:08,> CLICK,[button]  Airfare Included -> CLICK,seq_25
2024-01-25 00:00:09,> CLICK,[button]  All-inclusive -> CLICK,seq_25
2024-01-25 00:00:10,> CLICK,[button]  DONE -> CLICK,seq_25
