timestamp,event_type,details,sequence_id
2024-01-01 00:00:01,> CLICK,[textbox]  Near -> CLICK,seq_1
2024-01-01 00:00:02,> TYPE: Concord,[textbox]  Near -> TYPE: Concord,seq_1
2024-01-01 00:00:03,> CLICK,[span]  Concord -> CLICK,seq_1
2024-01-01 00:00:04,> CLICK,[textbox]  Find -> CLICK,seq_1
2024-01-01 00:00:05,> TYPE: mexican,[textbox]  Find -> TYPE: mexican,seq_1
2024-01-01 00:00:06,> CLICK,[span]  Mexican -> CLICK,seq_1
2024-01-01 00:00:07,> CLICK,[button]  Start Order -> CLICK,seq_1
2024-01-02 00:00:01,> HOVER,[link]  More -> HOVER,seq_2
2024-01-02 00:00:02,> CLICK,[span]  Phone Repair -> CLICK,seq_2
2024-01-02 00:00:03,> TYPE: houston,[textbox]  Near -> TYPE: houston,seq_2
2024-01-02 00:00:04,> CLICK,[span]  Houston -> CLICK,seq_2
2024-01-02 00:00:05,> CLICK,[button]  Fast-responding -> CLICK,seq_2
2024-01-02 00:00:06,> CLICK,[radio]   Data recovery -> CLICK,seq_2
2024-01-02 00:00:07,> CLICK,[button]  Recommended -> CLICK,seq_2
2024-01-02 00:00:08,> CLICK,[span]  Highest Rated -> CLICK,seq_2
2024-01-03 00:00:01,> CLICK,[link]  Flight status -> CLICK,seq_3
2024-01-03 00:00:02,> CLICK,[link]  Create flight status notification -> CLICK,seq_3
2024-01-03 00:00:03,> TYPE: bhz,"[textbox]  From , required. -> TYPE: bhz",seq_3
2024-01-03 00:00:04,> CLICK,"[a]  BHZ - Belo Horizonte, Brazil -> CLICK",seq_3
2024-01-03 00:00:05,> TYPE: ewn,"[textbox]  To , required. -> TYPE: ewn",seq_3
2024-01-03 00:00:06,> CLICK,"[a]  EWN - Coastal Carolina Regional, NC -> CLICK",seq_3
2024-01-03 00:00:07,> CLICK,"[button]  􎀺 View Calendar: To navigate the calendar, use the... -> CLICK",seq_3
2024-01-03 00:00:08,> CLICK,[link]  30 -> CLICK,seq_3
2024-01-03 00:00:09,> CLICK,[button]  Search -> CLICK,seq_3
2024-01-03 00:00:10,> CLICK,[button]  Get alerts for this flight for flight 906 American... -> CLICK,seq_3
2024-01-03 00:00:11,> TYPE: lin.lon@gmail.com,[textbox]  Email -> TYPE: lin.lon@gmail.com,seq_3
2024-01-03 00:00:12,> TYPE: lin.lon@gmail.com,[textbox]  Confirm email -> TYPE: lin.lon@gmail.com,seq_3
2024-01-03 00:00:13,> CLICK,[button]  Save -> CLICK,seq_3
2024-01-04 00:00:01,> CLICK,[link]  Flight status -> CLICK,seq_4
2024-01-04 00:00:02,> CLICK,[span]  Flight number -> CLICK,seq_4
2024-01-04 00:00:03,> TYPE: 12345678,"[spinbutton]  Flight number , required. -> TYPE: 12345678",seq_4
2024-01-04 00:00:04,"> SELECT: Friday, April 7","[combobox]  Date -> SELECT: Friday, April 7",seq_4
2024-01-04 00:00:05,> CLICK,[button]  Search -> CLICK,seq_4
2024-01-05 00:00:01,> CLICK,[button]  PLAN TRAVEL -> CLICK,seq_5
2024-01-05 00:00:02,> CLICK,[link]  Flights -> CLICK,seq_5
2024-01-05 00:00:03,> CLICK,[link]  Search flights multiple cities -> CLICK,seq_5
2024-01-05 00:00:04,> CLICK,"[textbox]  From , required. -> CLICK",seq_5
2024-01-05 00:00:05,> TYPE: JFK,"[textbox]  From , required. -> TYPE: JFK",seq_5
2024-01-05 00:00:06,> CLICK,"[a]  JFK - New York John F Kennedy Intl, NY -> CLICK",seq_5
2024-01-05 00:00:07,> CLICK,"[textbox]  To , required. -> CLICK",seq_5
2024-01-05 00:00:08,> TYPE: Heathrow,"[textbox]  To , required. -> TYPE: Heathrow",seq_5
2024-01-05 00:00:09,> CLICK,"[a]  LHR - London Heathrow, United Kingdom -> CLICK",seq_5
2024-01-05 00:00:10,> TYPE: 04/19/2023,"[textbox]  Depart , required. -> TYPE: 04/19/2023",seq_5
2024-01-05 00:00:11,> CLICK,"[textbox]  From , required. -> CLICK",seq_5
2024-01-05 00:00:12,> TYPE: Heathrow,"[textbox]  From , required. -> TYPE: Heathrow",seq_5
2024-01-05 00:00:13,> CLICK,"[a]  LHR - London Heathrow, United Kingdom -> CLICK",seq_5
2024-01-05 00:00:14,> CLICK,"[textbox]  To , required. -> CLICK",seq_5
2024-01-05 00:00:15,> TYPE: CDG,"[textbox]  To , required. -> TYPE: CDG",seq_5
2024-01-05 00:00:16,> CLICK,"[a]  CDG - Paris Charles de Gaulle, France -> CLICK",seq_5
2024-01-05 00:00:17,> TYPE: 04/21/2023,"[textbox]  Depart , required. -> TYPE: 04/21/2023",seq_5
2024-01-05 00:00:18,> CLICK,[button]   Add another flight -> CLICK,seq_5
2024-01-05 00:00:19,> CLICK,"[textbox]  From , required. -> CLICK",seq_5
2024-01-05 00:00:20,> TYPE: CDG,"[textbox]  From , required. -> TYPE: CDG",seq_5
2024-01-05 00:00:21,> CLICK,"[a]  CDG - Paris Charles de Gaulle, France -> CLICK",seq_5
2024-01-05 00:00:22,> CLICK,"[textbox]  To , required. -> CLICK",seq_5
2024-01-05 00:00:23,> TYPE: JFK,"[textbox]  To , required. -> TYPE: JFK",seq_5
2024-01-05 00:00:24,> CLICK,"[a]  JFK - New York John F Kennedy Intl, NY -> CLICK",seq_5
2024-01-05 00:00:25,> TYPE: 04/23/2023,"[textbox]  Depart , required. -> TYPE: 04/23/2023",seq_5
2024-01-05 00:00:26,> CLICK,[button]  Search -> CLICK,seq_5
2024-01-05 00:00:27,> SELECT: Total travel time,[combobox]  Sort by:  -> SELECT: Total travel time,seq_5
2024-01-06 00:00:01,> CLICK,[tab]  Cars -> CLICK,seq_6
2024-01-06 00:00:02,> TYPE: San Francisco,[textbox]  Pick-up -> TYPE: San Francisco,seq_6
2024-01-06 00:00:03,> CLICK,"[button]  San Francisco California, United States -> CLICK",seq_6
2024-01-06 00:00:04,> CLICK,"[button]  Pick-up date April 2, 2023 -> CLICK",seq_6
2024-01-06 00:00:05,> CLICK,"[button]  Apr 8, 2023 -> CLICK",seq_6
2024-01-06 00:00:06,> CLICK,[button]  Done : (Save changes and close the date picker.) -> CLICK,seq_6
2024-01-06 00:00:07,> CLICK,[button]  Search -> CLICK,seq_6
2024-01-06 00:00:08,> CLICK,[input]   -> CLICK,seq_6
2024-01-06 00:00:09,> CLICK,[input]   -> CLICK,seq_6
2024-01-07 00:00:01,> CLICK,[button]  Going to -> CLICK,seq_7
2024-01-07 00:00:02,> TYPE: national university of singapore,[textbox]  Going to -> TYPE: national university of singapore,seq_7
2024-01-07 00:00:03,> CLICK,"[button]  National University of Singapore Singapore, Singap... -> CLICK",seq_7
2024-01-07 00:00:04,> CLICK,"[button]  Check-in April 5, 2023 -> CLICK",seq_7
2024-01-07 00:00:05,> CLICK,"[button]  Apr 3, 2023 -> CLICK",seq_7
2024-01-07 00:00:06,> CLICK,"[button]  Apr 6, 2023 -> CLICK",seq_7
2024-01-07 00:00:07,> CLICK,[button]  Done : (Save changes and close the date picker.) -> CLICK,seq_7
2024-01-07 00:00:08,> CLICK,"[button]  1 room, 2 travelers -> CLICK",seq_7
2024-01-07 00:00:09,> CLICK,[img]  Decrease adults in room 1 -> CLICK,seq_7
2024-01-07 00:00:10,> CLICK,[button]  Search -> CLICK,seq_7
2024-01-07 00:00:11,> CLICK,[checkbox]  Hotel -> CLICK,seq_7
2024-01-07 00:00:12,> CLICK,[slider]  price -> CLICK,seq_7
2024-01-07 00:00:13,> SELECT: Distance from landmark,[combobox]  Sort by -> SELECT: Distance from landmark,seq_7
2024-01-08 00:00:01,> CLICK,[link]  Find Stores -> CLICK,seq_8
2024-01-08 00:00:02,> CLICK,"[button]  enter zip or city, state -> CLICK",seq_8
2024-01-08 00:00:03,> CLICK,[textbox]  City -> CLICK,seq_8
2024-01-08 00:00:04,> TYPE: Cincinnati,[textbox]  City -> TYPE: Cincinnati,seq_8
2024-01-08 00:00:05,> SELECT: OH,[combobox]  State -> SELECT: OH,seq_8
2024-01-08 00:00:06,> CLICK,[button]  find store -> CLICK,seq_8
2024-01-08 00:00:07,> CLICK,[button]  filter by services -> CLICK,seq_8
2024-01-08 00:00:08,> CLICK,[div]   -> CLICK,seq_8
2024-01-08 00:00:09,> CLICK,[button]  done filtering -> CLICK,seq_8
2024-01-09 00:00:01,> CLICK,[tab]  TRAVEL INFO -> CLICK,seq_9
2024-01-09 00:00:02,> CLICK,[link]  Pre-paid Wi-Fi -> CLICK,seq_9
2024-01-09 00:00:03,> CLICK,[p]  Wi-Fi subscriptions -> CLICK,seq_9
2024-01-10 00:00:01,> CLICK,[link]  Store Locator -> CLICK,seq_10
2024-01-10 00:00:02,> CLICK,[input]   -> CLICK,seq_10
2024-01-10 00:00:03,> CLICK,[option]  WA -> CLICK,seq_10
2024-01-10 00:00:04,> CLICK,[button]  Products -> CLICK,seq_10
2024-01-10 00:00:05,> CLICK,[label]  Kids -> CLICK,seq_10
2024-01-10 00:00:06,> CLICK,[label]  Maternity -> CLICK,seq_10
2024-01-10 00:00:07,> CLICK,[button]  Store type -> CLICK,seq_10
2024-01-10 00:00:08,> CLICK,[label]  Large store -> CLICK,seq_10
2024-01-10 00:00:09,> CLICK,[button]  UNIQLO Bellevue Collection We are located on the 2... -> CLICK,seq_10
2024-01-11 00:00:01,> CLICK,[link]  tours. -> CLICK,seq_11
2024-01-11 00:00:02,> CLICK,[li]  Boat Tours -> CLICK,seq_11
2024-01-11 00:00:03,> CLICK,[div]  Show Info -> CLICK,seq_11
2024-01-11 00:00:04,> CLICK,[link]  View Tickets Now -> CLICK,seq_11
2024-01-11 00:00:05,> CLICK,[button]  Check Availability -> CLICK,seq_11
2024-01-11 00:00:06,> CLICK,[div]  27 -> CLICK,seq_11
2024-01-11 00:00:07,> CLICK,[button]  increase number -> CLICK,seq_11
2024-01-11 00:00:08,> CLICK,[button]  Apply -> CLICK,seq_11
2024-01-11 00:00:09,> CLICK,[button]  10:30 AM -> CLICK,seq_11
2024-01-11 00:00:10,> CLICK,[button]  Book Now -> CLICK,seq_11
2024-01-12 00:00:01,> CLICK,[link]  broadway. -> CLICK,seq_12
2024-01-12 00:00:02,> CLICK,[li]  Shows By Date -> CLICK,seq_12
2024-01-13 00:00:01,> CLICK,[link]  restaurants. -> CLICK,seq_13
2024-01-13 00:00:02,> CLICK,[li]  Cuisine -> CLICK,seq_13
2024-01-13 00:00:03,> CLICK,[link]  Indian/Pakistani -> CLICK,seq_13
2024-01-13 00:00:04,> CLICK,[link]  East Village (9) -> CLICK,seq_13
2024-01-13 00:00:05,> CLICK,[link]  $16 To $30 (4) -> CLICK,seq_13
2024-01-13 00:00:06,> CLICK,[link]  Reservations -> CLICK,seq_13
2024-01-14 00:00:01,> CLICK,[button]  Cycle -> CLICK,seq_14
2024-01-14 00:00:02,> CLICK,[link]  Shop Services -> CLICK,seq_14
2024-01-14 00:00:03,> CLICK,[link]  Find a bike shop near you -> CLICK,seq_14
2024-01-14 00:00:04,> TYPE: 10013,"[textbox]  Enter ZIP or City, State -> TYPE: 10013",seq_14
2024-01-14 00:00:05,> CLICK,[button]  Search nearest REI stores -> CLICK,seq_14
2024-01-14 00:00:06,> CLICK,[link]  See services menu -> CLICK,seq_14
2024-01-15 00:00:01,> TYPE: Dubai,[textbox]  Where to? -> TYPE: Dubai,seq_15
2024-01-15 00:00:02,> CLICK,[button]  Dubai United Arab Emirates -> CLICK,seq_15
2024-01-15 00:00:03,> CLICK,[path]   -> CLICK,seq_15
2024-01-15 00:00:04,> CLICK,[button]   -> CLICK,seq_15
2024-01-15 00:00:05,> CLICK,[div]  On the Water -> CLICK,seq_15
2024-01-15 00:00:06,> CLICK,[label]  Up to 1 hour -> CLICK,seq_15
2024-01-15 00:00:07,> CLICK,[label]  1 to 4 hours -> CLICK,seq_15
2024-01-15 00:00:08,> CLICK,[div]  5pm—12am -> CLICK,seq_15
2024-01-16 00:00:01,> HOVER,[span]  Top activities -> HOVER,seq_16
2024-01-16 00:00:02,> CLICK,[span]  Colosseum -> CLICK,seq_16
2024-01-16 00:00:03,> CLICK,[link]  Tours & Tickets -> CLICK,seq_16
2024-01-16 00:00:04,> CLICK,[label]  Free Cancellation -> CLICK,seq_16
2024-01-17 00:00:01,> CLICK,[button]  Shop -> CLICK,seq_17
2024-01-17 00:00:02,> CLICK,[button]  load Vitamins Menu -> CLICK,seq_17
2024-01-17 00:00:03,> CLICK,[button]  load Vitamins A-Z Menu -> CLICK,seq_17
2024-01-17 00:00:04,> CLICK,[link]  Vitamin C -> CLICK,seq_17
2024-01-17 00:00:05,> CLICK,[div]  Relevance -> CLICK,seq_17
2024-01-17 00:00:06,> CLICK,[div]  Price Low to High -> CLICK,seq_17
2024-01-17 00:00:07,> CLICK,"[img]  CVS Health Vitamin C Tablets 250mg, 100CT -> CLICK",seq_17
2024-01-17 00:00:08,> CLICK,"[button]  Add CVS Health Vitamin C Tablets 250mg, 100CT to B... -> CLICK",seq_17
2024-01-17 00:00:09,> CLICK,[img]   -> CLICK,seq_17
2024-01-17 00:00:10,> CLICK,[link]  Vitamins A-Z -> CLICK,seq_17
2024-01-17 00:00:11,> CLICK,[img]  Vitamin D -> CLICK,seq_17
2024-01-17 00:00:12,> CLICK,[div]  Relevance -> CLICK,seq_17
2024-01-17 00:00:13,> CLICK,[div]  Price Low to High -> CLICK,seq_17
2024-01-17 00:00:14,> CLICK,"[button]  Add CVS Health Vitamin D Softgels 400IU, 100CT to ... -> CLICK",seq_17
2024-01-18 00:00:01,> TYPE: BIRMINGHAM,"[searchbox]  Pick-up & Return Location (ZIP, City or Airport) (... -> TYPE: BIRMINGHAM",seq_18
2024-01-18 00:00:02,> CLICK,[span]  Birmingham -> CLICK,seq_18
2024-01-18 00:00:03,> CLICK,[checkbox]  Return to a different location -> CLICK,seq_18
2024-01-18 00:00:04,> TYPE: MONTGOM,"[searchbox]  Return Location (ZIP, City or Airport) (required) -> TYPE: MONTGOM",seq_18
2024-01-18 00:00:05,> CLICK,[span]  Montgom -> CLICK,seq_18
2024-01-18 00:00:06,> CLICK,[button]  Selected Pick-Up Date 03/21/2023 -> CLICK,seq_18
2024-01-18 00:00:07,> CLICK,[button]  Selected Return Date 03/22/2023 -> CLICK,seq_18
2024-01-18 00:00:08,> SELECT: 11:00 AM,[combobox]  Pick-Up Time Selector -> SELECT: 11:00 AM,seq_18
2024-01-18 00:00:09,> CLICK,[span]  22 -> CLICK,seq_18
2024-01-18 00:00:10,> CLICK,[button]  03/25/2023 -> CLICK,seq_18
2024-01-18 00:00:11,> SELECT: 5:00 PM,[combobox]  Return Time Selector -> SELECT: 5:00 PM,seq_18
2024-01-18 00:00:12,> CLICK,[button]  Browse Vehicles -> CLICK,seq_18
2024-01-18 00:00:13,> SELECT: Price: Low to High,[combobox]  SORT BY -> SELECT: Price: Low to High,seq_18
2024-01-18 00:00:14,> CLICK,[button]  Select Mitsubishi Mirage Vehicle -> CLICK,seq_18
2024-01-18 00:00:15,> CLICK,[button]  Continue to Review -> CLICK,seq_18
2024-01-19 00:00:01,> CLICK,[link]  Categories -> CLICK,seq_19
2024-01-19 00:00:02,> CLICK,[span]  Luggage -> CLICK,seq_19
2024-01-19 00:00:03,> CLICK,[span]  Carry-on Luggage -> CLICK,seq_19
2024-01-19 00:00:04,> CLICK,[img]   -> CLICK,seq_19
